"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-header","list-view-location","img-wrp href","he-lazy-image src","he-icon href","text-ellipsis","listing-card--owner-info__firm-name","he-lazy-image src 2","listing-card--owner-info__name"
"https://www.hepsiemlak.com/istanbul-besiktas-visnezade-kiralik/daire/53165-28855","35","65.000","24-02-2026","Kiralık Daire","2 +
                          1","100 m²","34
                        Yaşında","Giriş Katı","Vizyon'dan Akaretlerde Kapalı Garajlı 3+1 Den  2+1 Cevrilmiş Geniş Daire","İstanbul / Beşiktaş / Vişnezade Mah.","https://www.hepsiemlak.com/emlak-ofisi/vizyon-gayrimenkul-53165","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Vizyon Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Çağatay
          Kaya"
"https://www.hepsiemlak.com/istanbul-sile-cavus-kiralik/daire/148566-696","31","42.000","24-02-2026","Kiralık Daire","2 +
                          1","90 m²","4
                        Yaşında","1. Kat","Şile İdealist Cadde Sitesi Ön Cephe Büyük Teraslı 2+1 Kiralık","İstanbul / Şile / Çavuş Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-anka-gayrimenkul-148566/zeynep-sahinoglu-4209938","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","Remax Anka Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Zeynep
          Şahinoğlu"
"https://www.hepsiemlak.com/istanbul-kagithane-sirintepe-kiralik/daire/158189-87","27","40.000","24-02-2026","Kiralık Daire","2 +
                          1","80 m²","5
                        Yaşında","8. Kat","Kağıthane Ross Garden Rezidans 2+1 Kiralık Daire","İstanbul / Kağıthane / Şirintepe Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","","",""
"https://www.hepsiemlak.com/istanbul-esenyurt-ardicli-kiralik/daire/137548-433","31","18.000","24-02-2026","Kiralık Daire","1 +
                          1","66 m²","1
                        Yaşında","1. Kat","Meydan Ardınçlı Kiralık Daire Taşınmaya Hazır 1+1 ▀ Site İçinde","İstanbul / Esenyurt / Ardıçlı Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","","",""
"https://www.hepsiemlak.com/istanbul-bagcilar-baglar-kiralik/daire/134054-164","21","32.500","24-02-2026","Kiralık Daire","1 +
                          1","65 m²","6
                        Yaşında","12. Kat","Vegüneşli Residence 1+1 Full Eşyalı Kiralık Daire","İstanbul / Bağcılar / Bağlar Mah.","https://www.hepsiemlak.com/emlak-ofisi/timpa-ticari-mulk-pazarlama-134054","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Timpa Ticari Mülk Pazarlama","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-buyukcekmece-pinartepe-kiralik/daire/3089-9627","41","52.000","24-02-2026","Kiralık Daire","3 +
                          1","175 m²","11
                        Yaşında","8. Kat","Beylikdüzü Hilal Konaklarında Peyzaj Cephe 3+1 Teraslı Çatı Katı","İstanbul / Büyükçekmece / Pınartepe Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","","",""
"https://www.hepsiemlak.com/istanbul-sisli-tesvikiye-kiralik/residence/145644-171","15","55.000","23-02-2026","Kiralık Residence","1 +
                          1","70 m²","18
                        Yaşında","9. Kat","Terrace Fulya Life Center Kiralık 1+1 Konut Ve Ofis","İstanbul / Şişli / Teşvikiye Mah.","https://www.hepsiemlak.com/emlak-ofisi/nisantasi-partners-realty-145644","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Nişantaşı Partners Realty","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Turgay
          Kurt"
"https://www.hepsiemlak.com/istanbul-besiktas-akat-kiralik/daire/1757-4324","36","140.000","24-02-2026","Kiralık Daire","3 +
                          1","155 m²","31
                        Yaşında","7. Kat","Etiler Nıspetiye Caddesinde 3,5+1 Boğaz Manzaralı Kiralık Daire","İstanbul / Beşiktaş / Akat Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-alkent-1757/serkan-sahin-3016179","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Remax Alkent","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Serkan
          Şahin"
"https://www.hepsiemlak.com/istanbul-eyupsultan-islambey-kiralik/daire/166803-12","35","27.000","28-02-2026","Kiralık Daire","2 +
                          1","85 m²","16
                        Yaşında","Yüksek Giriş","^kaçmaz^dan İslambey^de Site İçinde 2+1 Y. Giriş Açık Otoparklı","İstanbul / Eyüpsultan / İslambey Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","","",""
"https://www.hepsiemlak.com/istanbul-sultanbeyli-mimar-sinan-kiralik/daire/161733-117","18","23.000","24-02-2026","Kiralık Daire","2 +
                          1","90 m²","1
                        Yaşında","2. Kat","Sultanbeyli Mimar Sinan Mahallesi-Kiralık 2+1 Ferah Daire","İstanbul / Sultanbeyli / Mimar Sinan Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-arsa-161733","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","Remax Arsa","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-sultangazi-gazi-kiralik/daire/165186-162","23","29.000","27-02-2026","Kiralık Daire","2 +
                          1","95 m²","6
                        Yaşında","3. Kat","Türkmen Emlak'tan Gazi Mah.Kiralık 2+1 Asansörlü","İstanbul / Sultangazi / Gazi Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","","",""
"https://www.hepsiemlak.com/istanbul-kartal-petrolis-kiralik/daire/156371-34","35","78.000","05-03-2026","Kiralık Daire","3 +
                          1","156 m²","21
                        Yaşında","9. Kat","Yakutlar Rezidansta Deniz-Adalar Manzaralı 3+1 Kiralık Daire","İstanbul / Kartal / Petroliş Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","","",""
"https://www.hepsiemlak.com/istanbul-besiktas-akat-kiralik/daire/145276-126","32","110.000","02-03-2026","Kiralık Daire","4 +
                          1","185 m²","26
                        Yaşında","5. Kat","Etiler 4+1 Dublex Bakımlı Site İçinde Kiralık Daire","İstanbul / Beşiktaş / Akat Mah.","https://www.hepsiemlak.com/emlak-ofisi/rookz-fark-145276","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Rookz | Fark","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Hakan
          Ulusaloğlu"
"https://www.hepsiemlak.com/istanbul-tuzla-yayla-kiralik/daire/65118-1279","31","35.000","24-02-2026","Kiralık Daire","2 +
                          1","90 m²","Sıfır Bina","5. Kat","Global'den, Şehriyaz Beşevler'de Büyük Tip, Ara Kat 2+1 Daire","İstanbul / Tuzla / Yayla Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","","",""
"https://www.hepsiemlak.com/istanbul-kartal-karliktepe-kiralik/daire/126619-62","32","45.000","01-03-2026","Kiralık Daire","2 +
                          1","160 m²","16
                        Yaşında","7. Kat","Full Deniz Man İki Teraslı Barbekülü Çarşıya Yakın Keyifli Temiz","İstanbul / Kartal / Karlıktepe Mah.","","","[object Object]","Hepsiemlak’ta Yeni Üye","","",""
"https://www.hepsiemlak.com/istanbul-maltepe-zumrutevler-kiralik/daire/166693-31","60","32.000","20-02-2026","Kiralık Daire","2 +
                          1","98 m²","11
                        Yaşında","2. Kat","Positiveden Metroya 10dk 2.Katta Balkonlu Çok Geniş 3+1 98m2","İstanbul / Maltepe / Zümrütevler Mah.","","","[object Object]","Hepsiemlak’ta Yeni Üye","","",""
"https://www.hepsiemlak.com/istanbul-esenyurt-zafer-kiralik/daire/0-46161051","25","15.000","20-02-2026","Kiralık Daire","2 +
                          1","100 m²","1
                        Yaşında","11. Kat","Esenyurt Hayatpark 4 Sitesi Kiralık 2+1 Daire","İstanbul / Esenyurt / Zafer Mah.","","","","","","",""
"https://www.hepsiemlak.com/istanbul-kadikoy-dumlupinar-kiralik/daire/0-46160309","22","68.000","03-03-2026","Kiralık Daire","2 +
                          1","80 m²","4
                        Yaşında","Ara Kat","Torkam Konutları Full Eşyalı Kiralık Daire","İstanbul / Kadıköy / Dumlupınar Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","","",""
"https://www.hepsiemlak.com/istanbul-esenyurt-akevler-kiralik/daire/136915-1747","20","16.000","22-02-2026","Kiralık Daire","1 +
                          1","66 m²","6
                        Yaşında","Giriş Katı","Ntowersta Bahçe Seviyesinde 1+1 Masrafsız Kiralık Daire","İstanbul / Esenyurt / Akevler Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","","",""
"https://www.hepsiemlak.com/istanbul-kartal-yukari-kiralik/daire/67434-909","37","38.000","28-02-2026","Kiralık Daire","2 +
                          1","125 m²","26
                        Yaşında","6. Kat","Eurocity Den Kızılay Caddesinde Barbekülü Son Kat Manzaralı 2+1","İstanbul / Kartal / Yukarı Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","","",""
"https://www.hepsiemlak.com/istanbul-cekmekoy-nisantepe-kiralik/daire/37996-5950","35","51.000","22-02-2026","Kiralık Daire","3 +
                          1","127 m²","11
                        Yaşında","2. Kat","Alemdağ Emlak Konutları 3+1 127m2 Arakat Güney Cephe Kiralık","İstanbul / Çekmeköy / Nişantepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/citylife-gayrimenkul-37996","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Cıtylife Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-umraniye-tatlisu-kiralik/daire/166684-5","27","37.000","19-02-2026","Kiralık Daire","1 +
                          1","77 m²","11
                        Yaşında","8. Kat","Şerifali-Merit Life Hayat'ta 1+1_77m2 Full Ankastreli 37.000.-Tl","İstanbul / Ümraniye / Tatlısu Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","","",""
"https://www.hepsiemlak.com/istanbul-gaziosmanpasa-karayollari-kiralik/daire/107623-783","37","85.000","19-02-2026","Kiralık Daire","3 +
                          1","136 m²","16
                        Yaşında","5. Kat","Avrupa Konutları Tem Önü Açık Boş Kiralık 3+1 Daire","İstanbul / Gaziosmanpaşa / Karayolları Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","","",""
"https://www.hepsiemlak.com/istanbul-cekmekoy-merkez-kiralik/daire/128966-43","35","47.000","19-02-2026","Kiralık Daire","3 +
                          1","135 m²","2
                        Yaşında","5. Kat","Çekmeköy Merkez Mahallesinde Kiralık Dubleks Daire","İstanbul / Çekmeköy / Merkez Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","","",""
"https://www.hepsiemlak.com/istanbul-cekmekoy-alemdag-kiralik/daire/156440-244","60","34.000","08-03-2026","Kiralık Daire","3 +
                          1","115 m²","4
                        Yaşında","2. Kat","Çekmeköy Yapı Gayrimenkul'den 3+1 Kiralık Daire!!!","İstanbul / Çekmeköy / Alemdağ Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","","",""
"https://www.hepsiemlak.com/istanbul-beylikduzu-kavakli-kiralik/daire/156506-130","33","34.500","27-02-2026","Kiralık Daire","2 +
                          1","110 m²","2
                        Yaşında","Bahçe Katı","Alya Mercan Sitesinde Büyük Bahçeli Sıfırdan Farksız Geniş 2+1","İstanbul / Beylikdüzü / Kavaklı Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","","",""
"https://www.hepsiemlak.com/istanbul-eyupsultan-circir-kiralik/daire/165920-18","27","47.000","01-03-2026","Kiralık Daire","4 +
                          1","140 m²","5
                        Yaşında","7. Kat","Alibeyköy Merkezde Butik Sitede Kiralık 4+1 Dublex","İstanbul / Eyüpsultan / Çırçır Mah.","https://www.hepsiemlak.com/emlak-ofisi/acat-gayrimenkul-165920/mehmet-acat-4630227","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","Acat Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Mehmet
          Acat"
"https://www.hepsiemlak.com/istanbul-cekmekoy-sogukpinar-kiralik/daire/134838-69","18","28.000","24-02-2026","Kiralık Daire","2 +
                          1","80 m²","6
                        Yaşında","1. Kat","Çekmeköy Soğukpınar Da Otoparklı Ankastreli 2+1 Arakat","İstanbul / Çekmeköy / Soğukpınar Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","","",""
"https://www.hepsiemlak.com/istanbul-sile-balibey-kiralik/villa/109280-37","34","80.000","18-02-2026","Kiralık Villa","4 +
                          1","200 m²","Sıfır Bina","Bahçe Katı","Ağlayankaya'da Denize Yürüme Mesafesinde Kiralık Sıfır Villa","İstanbul / Şile / Balibey Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","","",""
"https://www.hepsiemlak.com/istanbul-esenyurt-ornek-kiralik/daire/76785-15776","42","40.000","19-02-2026","Kiralık Daire","3 +
                          1","168 m²","12
                        Yaşında","Giriş Katı","🏡aygül'den İstanbul Esenyurt'ta Site İçi Havuzlu Saunalı Türk Hamamlı Otoparklı 3+1 Kiralık Daire🏡","İstanbul / Esenyurt / Örnek Mah.","https://www.hepsiemlak.com/emlak-ofisi/akcay-aygul-emlak-76785/hatice-aygul-1450191","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Akçay Aygül Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Hatice
          Aygül"
"https://www.hepsiemlak.com/istanbul-tuzla-aydinli-kiralik/daire/3990-3507","35","40.000","18-02-2026","Kiralık Daire","2 +
                          1","100 m²","Sıfır Bina","5. Kat","Artı'dan Fgm Gloria Sitesinde Sosyal Tesisli 2+1 Kiralık Daire","İstanbul / Tuzla / Aydınlı Mah.","https://www.hepsiemlak.com/emlak-ofisi/arti-gayrimenkul-3990/arti-gayrimenkul-3990","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Artı Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Artı
          Gayrimenkul"
"https://www.hepsiemlak.com/istanbul-esenyurt-orhan-gazi-kiralik/daire/154681-290","26","18.000","18-02-2026","Kiralık Daire","1 +
                          1","85 m²","5
                        Yaşında","15. Kat","Ergenler Emlak'dan Hayat Park1 'de Geniş 1+1","İstanbul / Esenyurt / Orhan Gazi Mah.","https://www.hepsiemlak.com/emlak-ofisi/ergenler-emlak-154681","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","Ergenler Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-uskudar-ferah-kiralik/daire/163890-13","35","29.000","18-02-2026","Kiralık Daire","2 +
                          1","90 m²","25
                        Yaşında","Ara Kat","Üsküdar, Çamlıca,  Ferah' Mahallesinde 2. Katta 2+1 90m2 Kapalı Balkonlu Kiralık Daire","İstanbul / Üsküdar / Ferah Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","","",""
"https://www.hepsiemlak.com/istanbul-gaziosmanpasa-baglarbasi-kiralik/daire/166529-26","24","35.000","21-02-2026","Kiralık Daire","3 +
                          1","120 m²","21
                        Yaşında","1. Kat","Sipahiler Caddesi 3+1 İki Balkonlu 120m2 Merkezi Konum Daire","İstanbul / Gaziosmanpaşa / Bağlarbaşı Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","","",""
"https://www.hepsiemlak.com/istanbul-besiktas-dikilitas-kiralik/daire/3147-3145","39","85.000","17-02-2026","Kiralık Daire","5 +
                          1","320 m²","28
                        Yaşında","5. Kat","Dikilitaş Darphanede 250 M2 5+1 Dubleks","İstanbul / Beşiktaş / Dikilitaş Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","","",""
"https://www.hepsiemlak.com/istanbul-beylikduzu-kavakli-kiralik/daire/134700-202","35","25.000","18-02-2026","Kiralık Daire","2 +
                          1","95 m²","5
                        Yaşında","Bahçe Katı","[bm İnşaat'tan] Beylikdüzü'nde Kiralık Bahçe Kullanımlı Daire","İstanbul / Beylikdüzü / Kavaklı Mah.","https://www.hepsiemlak.com/emlak-ofisi/bordo-mavi-insaat-134700","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Bordo Mavi İnşaat","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-kartal-kordonboyu-kiralik/residence/161183-12","40","120.000","26-02-2026","Kiralık Residence","3 +
                          1","212 m²","6
                        Yaşında","21 ve üzeri","İst Marina Da Muhteşem Deniz Manzaralı 3.5+1 Kiralık Daire","İstanbul / Kartal / Kordonboyu Mah.","https://www.hepsiemlak.com/emlak-ofisi/golden-light-gayrimenkul-161183","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","Golden Light Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-cekmekoy-aydinlar-kiralik/daire/153130-111","33","26.000","17-02-2026","Kiralık Daire","2 +
                          1","110 m²","1
                        Yaşında","En Üst Kat","Çekmeköy Aydınlar Mahallesinde Kiralık 2+1 Üst Kat Daire","İstanbul / Çekmeköy / Aydınlar Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","","",""
"https://www.hepsiemlak.com/istanbul-sariyer-bahcekoy-merkez-kiralik/daire/155815-19","16","45.000","17-02-2026","Kiralık Daire","2 +
                          1","125 m²","29
                        Yaşında","2. Kat","Sarıyer Bahçeköy Merkez’de Orman Manzaralı Kiralık Ara Kat Daire","İstanbul / Sarıyer / Bahçeköy Merkez Mah.","https://www.hepsiemlak.com/emlak-ofisi/ilkay-emlak-ve-danismanlik-155815","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/1/8/5/5/1/f7b2ed97-88ba-475f-9b93-f80c49cc5220.jpg","","","İlkay Emlak Ve Danışmanlık","",""
"https://www.hepsiemlak.com/istanbul-kadikoy-acibadem-kiralik/daire/166511-24","17","55.000","17-02-2026","Kiralık Daire","3 +
                          1","145 m²","31
                        Yaşında","Bahçe Katı","Acıbadem Arma Çıkmazında 3+1 145 M2 Kombili Bahçe Katı","İstanbul / Kadıköy / Acıbadem Mah.","","","[object Object]","Hepsiemlak’ta Yeni Üye","","",""
"https://www.hepsiemlak.com/istanbul-sancaktepe-osmangazi-kiralik/daire/142540-226","27","30.750","26-02-2026","Kiralık Daire","2 +
                          1","95 m²","1
                        Yaşında","Yüksek Giriş","Hasçağlar Premium Sitesinde Metroya Yakın 2+1 Yüksek Giriş","İstanbul / Sancaktepe / Osmangazi Mah.","https://www.hepsiemlak.com/emlak-ofisi/zer-istanbul-gayrimenkul-142540","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/4/5/2/4/1/30720e8d-e8d9-49b6-9f60-a65967feae4b.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","Zer İstanbul Gayrimenkul","",""
