"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-header","list-view-location","img-wrp href","he-lazy-image src","he-icon href","text-ellipsis","listing-card--owner-info__firm-name","he-lazy-image src 2"
"https://www.hepsiemlak.com/istanbul-atasehir-kayisdagi-kiralik/daire/2210-2702","27","30.000","19-01-2026","Kiralık Daire","1 +
                          1","50 m²","Sıfır Bina","5. Kat","Evax Gayrimenkulden Caddeye Yakın Eşyalı Daire","İstanbul / Ataşehir / Kayışdağı Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-fatih-aksaray-kiralik/daire/3995-27317","50","26.000","07-03-2026","Kiralık Daire","1 +
                          1","65 m²","31
                        Yaşında","2. Kat","Aksaray,Da Eşyalı Kiralık 1+1 Daire","İstanbul / Fatih / Aksaray Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-rekor-3995","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Remax Rekor","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-kagithane-gursel-kiralik/daire/24435-4510","18","46.000","24-02-2026","Kiralık Daire","2 +
                          1","80 m²","3
                        Yaşında","11. Kat","Kağıthane Gürsel Recidence Kiralık Ön Cephe 2+1 Sıfır","İstanbul / Kağıthane / Gürsel Mah.","https://www.hepsiemlak.com/emlak-ofisi/century-21-invest-24435/talha-aydinbas-24435","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Century 21 Invest","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-sancaktepe-osmangazi-kiralik/daire/109630-940","22","40.000","13-02-2026","Kiralık Daire","2 +
                          1","122 m²","5
                        Yaşında","Ara Kat","Festa Gayrimenkulden  Gate Of Anatolia Sitesi 2+1 Kiralık Daire","İstanbul / Sancaktepe / Osmangazi Mah.","https://www.hepsiemlak.com/emlak-ofisi/festa-gayrimenkul-insaat-109630","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Festa Gayrimenkul & İnşaat","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-kadikoy-zuhtupasa-kiralik/daire/9386-1130","13","40.000","25-02-2026","Kiralık Daire","2 +
                          1","65 m²","31
                        Yaşında","1. Kat","Zühtüpaşada Çok Merkezi Konumda Eşyalı,Kombili 2+1 Kiralık Daire","İstanbul / Kadıköy / Zühtüpaşa Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-eyupsultan-rami-yeni-kiralik/daire/49897-167","21","36.000","17-02-2026","Kiralık Daire","2 +
                          1","105 m²","31
                        Yaşında","1. Kat","Rami Yenimahallede Cadde Üzeri 100 M2 Kiralık Daire","İstanbul / Eyüpsultan / Rami Yeni Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-uskudar-ferah-kiralik/daire/15407-895","21","28.500","05-02-2026","Kiralık Daire","2 +
                          1","75 m²","30
                        Yaşında","Giriş Katı","Çamlıca İlke 2  Sitesinde Temiz Kiralık  2+1 Giriş Daire","İstanbul / Üsküdar / Ferah Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-kadikoy-acibadem-kiralik/daire/116447-347","18","42.000","06-03-2026","Kiralık Daire","2 +
                          1","95 m²","31
                        Yaşında","2. Kat","Acıbadem Marmaray-Metro Dibinde Bakımlı Ara Kat  2+1 Kiralık Daire","İstanbul / Kadıköy / Acıbadem Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-uskudar-yavuzturk-kiralik/daire/31070-2561","18","18.000","17-02-2026","Kiralık Daire","2 +
                          1","120 m²","25
                        Yaşında","5. Kat","Yavuztürk Mahallesinde Site İçerisinde Geniş Kiralık 2+1 Daire","İstanbul / Üsküdar / Yavuztürk Mah.","https://www.hepsiemlak.com/emlak-ofisi/cengelkoy-realist-gayrimenkul-31070","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Çengelköy Realist Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-sariyer-cumhuriyet-kiralik/mustakil-ev/88480-509","10","23.000","17-02-2026","Kiralık Müstakil Ev","2 +
                          1","80 m²","30
                        Yaşında","","Kiralık Müstakil Ev","İstanbul / Sarıyer / Cumhuriyet Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-kucukcekmece-inonu-kiralik/residence/54308-3318","1","40.000","05-03-2026","Kiralık Residence","1 +
                          1","89 m²","6
                        Yaşında","5. Kat","Avrupa Konutları Atakent 4, Çift Cepheli 1+1 Kiralık Daire","İstanbul / Küçükçekmece / İnönü Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-uskudar-mehmet-akif-ersoy-kiralik/daire/2089-12889","17","52.000","28-02-2026","Kiralık Daire","3 +
                          1","135 m²","20
                        Yaşında","Bahçe Katı","Üsküdar Güzeltepe Mh. İçi Full Yapılı 3+1 Kiralık Bahçe Katı Daire","İstanbul / Üsküdar / Mehmet Akif Ersoy Mah.","https://www.hepsiemlak.com/emlak-ofisi/turyap-cengelkoy-natoyolu-temsilciligi-2089","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Turyap Çengelköy Natoyolu Temsilciliği","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-beykoz-soguksu-kiralik/daire/104751-252","24","81.000","28-01-2026","Kiralık Daire","3 +
                          1","160 m²","16
                        Yaşında","2. Kat","Elite'den Butik Sitede Kısmi Boğaz Manzaralı Daire","İstanbul / Beykoz / Soğuksu Mah.","https://www.hepsiemlak.com/emlak-ofisi/elite-gayrimenkul-104751","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Elite Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-besiktas-akat-kiralik/daire/3517-2510","24","130.000","29-01-2026","Kiralık Daire","2 +
                          1","105 m²","Sıfır Bina","1. Kat","Akatlar Lofts'da Ayrıcalıklı Yaşam Köşe Konumlu Yeni Bina'da","İstanbul / Beşiktaş / Akat Mah.","https://www.hepsiemlak.com/emlak-ofisi/yazgan-emlak-3517","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Yazgan Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-silivri-mimar-sinan-kiralik/daire/97262-1237","11","21.000","04-02-2026","Kiralık Daire","2 +
                          1","90 m²","5
                        Yaşında","Yüksek Giriş","Silivri Kiptaş3'te Kiralık 2+1 Daire 21.000tl Öner Emlak","İstanbul / Silivri / Mimar Sinan Mah.","","","","","",""
"https://www.hepsiemlak.com/istanbul-avcilar-denizkoskler-kiralik/daire/71777-1729","26","10.000","06-03-2026","Kiralık Daire","2 +
                          1","105 m²","8
                        Yaşında","3. Kat","Denizköşkler Mah. Bekara Uygun Fatura Aidat Dahil Eşyalı Apart**","İstanbul / Avcılar / Denizköşkler Mah.","","","","","",""
"https://www.hepsiemlak.com/istanbul-bakirkoy-senlikkoy-kiralik/daire/17780-20450","26","80.000","06-03-2026","Kiralık Daire","4 +
                          1","180 m²","25
                        Yaşında","Bahçe Katı","🏡 Şebnem Özgül Emlak’tan Şenlikköy’de Kiralık 4+1 Bahçe Katı – Otoparklı, Jeneratörlü","İstanbul / Bakırköy / Şenlikköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/sebnem-ozgul-emlak-ve-gayrimenkul-danismanligi-17780/yusuf-hazimi-4588333","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","","","Şebnem Özgül Emlak Ve Gayrimenkul Danışmanlığı","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/8/7/7/1/0/80e21ec5-3123-4f0b-84c4-920c008349ac.jpg"
"https://www.hepsiemlak.com/istanbul-sariyer-camlitepe-kiralik/daire/4245-10900","12","180.000","05-03-2026","Kiralık Daire","3 +
                          1","170 m²","20
                        Yaşında","1. Kat","Mesa Maslak Evleri'nde 3+1 Modern Eşyalı Kiralık Daire","İstanbul / Sarıyer / Çamlıtepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/kw-platin-4245","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Kw Platin","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-sisli-merkez-kiralik/daire/17993-44742","9","50.000","06-03-2026","Kiralık Daire","2 +
                          1","80 m²","42
                        Yaşında","1. Kat","Şişli'de Çok İyi Konumda Yüksek Tavanlı 2+1 Fırsatı!","İstanbul / Şişli / Merkez Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-pro-17993/celal-alp-gunal-1433676","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Remax Pro","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg"
"https://www.hepsiemlak.com/istanbul-beylikduzu-marmara-kiralik/daire/102872-814","30","40.000","28-01-2026","Kiralık Daire","3 +
                          1","130 m²","35
                        Yaşında","8. Kat","İhlas Marmara 1.Kısım Merkezi Konum 3+1 130m2 Daire","İstanbul / Beylikdüzü / Marmara Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-umraniye-madenler-kiralik/daire/2137-28403","24","65.000","20-02-2026","Kiralık Daire","2 +
                          1","118 m²","11
                        Yaşında","1. Kat","İdealistkent 2.Etap 2+1 Çift Banyolu Kapalı Mutfak","İstanbul / Ümraniye / Madenler Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-yildiz-2137/fatos-yilmaz-1477042","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Remax Yıldız","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-umraniye-cakmak-kiralik/daire/36118-17442","24","50.000","23-02-2026","Kiralık Daire","3 +
                          1","120 m²","16
                        Yaşında","3. Kat","Ümraniye Çakmak İkbal Caddesi Üzerinde Kiralık Dubleks 3+1","İstanbul / Ümraniye / Çakmak Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-joker-36118","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Remax Joker","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-kadikoy-fenerbahce-kiralik/daire/1077-67431","17","65.000","19-02-2026","Kiralık Daire","4 +
                          1","180 m²","35
                        Yaşında","2. Kat","Feneryolu Bağdat Cad. Üzerinde 4+1 Kiralık Daire","İstanbul / Kadıköy / Fenerbahçe Mah.","https://www.hepsiemlak.com/emlak-ofisi/dilge-emlak-1077/mehves-duzcu-1077","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Dilge Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-kagithane-hurriyet-kiralik/daire/101613-2649","17","31.500","07-03-2026","Kiralık Daire","2 +
                          1","60 m²","5
                        Yaşında","3. Kat","Tuncay'dan Çağlayan Adliye Metro 15dk Eşyalı 2+1 Daire","İstanbul / Kağıthane / Hürriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/tuncay-insaat-gayrimenkul-101613","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Tuncay İnşaat Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-beykoz-cubuklu-kiralik/daire/10493-6621","17","35.000","16-02-2026","Kiralık Daire","2 +
                          1","90 m²","30
                        Yaşında","4. Kat","Beykoz Çubukluda Kiralık 2+1","İstanbul / Beykoz / Çubuklu Mah.","https://www.hepsiemlak.com/emlak-ofisi/fatih-emlak-10493","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Fatih Emlak","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg"
"https://www.hepsiemlak.com/istanbul-avcilar-denizkoskler-kiralik/daire/133162-853","14","30.000","10-02-2026","Kiralık Daire","2 +
                          1","72 m²","4
                        Yaşında","Yüksek Giriş","Avcılar Denizköşkler De 2+1 Açık Mutfak Çok Kullanışlı Kiralık","İstanbul / Avcılar / Denizköşkler Mah.","https://www.hepsiemlak.com/emlak-ofisi/muslum-emlak-parseller-133162","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Müslüm Emlak Parseller","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-beyoglu-kuloglu-kiralik/daire/34250-2487","23","69.000","05-03-2026","Kiralık Daire","2 +
                          1","130 m²","31
                        Yaşında","2. Kat","Teraslı, Eşyalı, Tarihi Binada, Kiralık 2+1 Dubleks Daire","İstanbul / Beyoğlu / Kuloğlu Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-sariyer-cumhuriyet-kiralik/daire/78519-8861","24","40.000","07-03-2026","Kiralık Daire","2 +
                          1","500 m²","25
                        Yaşında","Bahçe Katı","Tarabya Üstü Cadde Ulaşım Metro 15dk İçi Sıfır Yapılmış 2+1 Müstaki Ev","İstanbul / Sarıyer / Cumhuriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/yasar-emlak-78519","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Yaşar Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-bakirkoy-zuhuratbaba-kiralik/daire/1011-13202","18","70.000","06-03-2026","Kiralık Daire","1 +
                          1","75 m²","6
                        Yaşında","3. Kat","Alinda Parkluna Evlerinde Lüks Eşyalı 1+1 70 M2 3.Kat Daire","İstanbul / Bakırköy / Zuhuratbaba Mah.","https://www.hepsiemlak.com/emlak-ofisi/maxera-gayrimenkul-1011/maxera-bakirkoy-1011","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Maxera Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-bagcilar-15-temmuz-kiralik/daire/149659-170","7","18.000","08-03-2026","Kiralık Daire","2 +
                          1","90 m²","26
                        Yaşında","3. Kat","15 Temmuz Mah Eşyalı Kiralık 2+1 Daire","İstanbul / Bağcılar / 15 Temmuz Mah.","https://www.hepsiemlak.com/emlak-ofisi/kaan-emlak-149659","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Kaan Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-esenyurt-koza-kiralik/daire/72721-1971","25","15.000","01-03-2026","Kiralık Daire","Stüdyo","70 m²","11
                        Yaşında","7. Kat","Dumankaya Modern Kiralık 1+0 Daire","İstanbul / Esenyurt / Koza Mah.","https://www.hepsiemlak.com/emlak-ofisi/3-cadde-gayrimenkul-72721","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","3. Cadde Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-esenyurt-guzelyurt-kiralik/daire/126683-561","29","16.000","26-01-2026","Kiralık Daire","Stüdyo","55 m²","6
                        Yaşında","21 ve üzeri","Metrobüse Yakın Kiralk 1+0 Eşyalı Temiz Daire","İstanbul / Esenyurt / Güzelyurt Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-sariyer-maslak-kiralik/daire/69537-102696","7","60.000","06-03-2026","Kiralık Daire","1 +
                          1","90 m²","10
                        Yaşında","5. Kat","Ağaoğlu Maslak 1453 T Blok 1+1 Kiralık Daire***aylık Ödeme ***orman Manzaralı","İstanbul / Sarıyer / Maslak Mah.","https://www.hepsiemlak.com/emlak-ofisi/easy-saygingayrimenkul-1453mashattan-vadistanb-69537","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Easy & Saygıngayrimenkul 1453,mashattan, Vadistanb","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-sisli-ergenekon-kiralik/daire/25165-5975","15","36.000","05-03-2026","Kiralık Daire","Stüdyo","50 m²","10
                        Yaşında","Çatı Katı","Nişantaşı Valikonağı Cad. 100m Mesafede Kiralık Stüdyo Daire","İstanbul / Şişli / Ergenekon Mah.","https://www.hepsiemlak.com/emlak-ofisi/project-25165","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Project","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-uskudar-cumhuriyet-kiralik/daire/3351-1917","21","38.500","23-02-2026","Kiralık Daire","3 +
                          1","120 m²","21
                        Yaşında","3. Kat","Anka'dan Bulgurlu Metro Durağına Yakın Temiz 3+1 Daire","İstanbul / Üsküdar / Cumhuriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/anka-birlesik-emlakcilar-3351","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Anka Birleşik Emlakçılar","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-umraniye-ihlamurkuyu-kiralik/daire/86454-1655","19","15.500","18-02-2026","Kiralık Daire","2 +
                          1","85 m²","31
                        Yaşında","1. Kat","2+1 Otobüs Ve Merkeze Yakın Ayrı Mutfak Önü Açık Kiralık Daire","İstanbul / Ümraniye / Ihlamurkuyu Mah.","https://www.hepsiemlak.com/emlak-ofisi/albayrak-emlak-insaat-86454","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Albayrak Emlak İnşaat","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-sancaktepe-osmangazi-kiralik/daire/0-46200139","15","22.000","28-02-2026","Kiralık Daire","2 +
                          1","100 m²","19
                        Yaşında","Bahçe Katı","“ Sahibinden” Sancaktepe Osmangazi Mahallesinde Kiralık Daire","İstanbul / Sancaktepe / Osmangazi Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-maltepe-cevizli-kiralik/residence/0-46200141","27","50.000","28-02-2026","Kiralık Residence","2 +
                          1","75 m²","9
                        Yaşında","10. Kat","Maltepe , Cevizli Dap Vazo Kule Evlerinde 2 + 1 Full Eşyalı 10. Katta Manzaralı","İstanbul / Maltepe / Cevizli Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-maltepe-cevizli-kiralik/residence/0-46200141","27","50.000","28-02-2026","Kiralık Residence","2 +
                          1","75 m²","9
                        Yaşında","10. Kat","Maltepe , Cevizli Dap Vazo Kule Evlerinde 2 + 1 Full Eşyalı 10. Katta Manzaralı","İstanbul / Maltepe / Cevizli Mah.","","","","","",""
"https://www.hepsiemlak.com/istanbul-gaziosmanpasa-yeni-mahalle-kiralik/daire/166527-39","16","15.000","27-02-2026","Kiralık Daire","2 +
                          1","95 m²","21
                        Yaşında","Yüksek Giriş","Yeni Mahalle 2+1 Masraf Yapılıp Kiradan Düşülebilir","İstanbul / Gaziosmanpaşa / Yeni Mahalle Mah.","","","[object Object]","Hepsiemlak’ta Yeni Üye","",""
