"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-header","list-view-location","img-wrp href","he-lazy-image src","he-lazy-image src 2","wp-btn","he-icon href","text-ellipsis","listing-card--owner-info__firm-name"
"https://www.hepsiemlak.com/istanbul-zeytinburnu-maltepe-kiralik/daire/166163-28","8","55.000","25-02-2026","Kiralık Daire","2 +
                          1","90 m²","5
                        Yaşında","8. Kat","Nef İnistanbul Çift Cepheli Havuz Manzaralı 2+1 Kiralık Daire","İstanbul / Zeytinburnu / Maltepe Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","[object Object]","Hepsiemlak’ta Yeni Üye",""
"https://www.hepsiemlak.com/istanbul-avcilar-ambarli-kiralik/daire/160760-168","8","23.000","20-01-2026","Kiralık Daire","1 +
                          1","78 m²","Sıfır Bina","Bahçe Katı","Avcılar Merkez Gayrimenkulden Kiralık 1+1","İstanbul / Avcılar / Ambarlı Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","[object Object]","Hepsiemlak’ta Yeni Üye",""
"https://www.hepsiemlak.com/istanbul-kucukcekmece-inonu-kiralik/residence/165367-8","8","18.000","26-02-2026","Kiralık Residence","Stüdyo","45 m²","5
                        Yaşında","9. Kat","İst Rezidans 1+0 Kiralık Daire Güvenlik Havuz Spor Salonu Sauna","İstanbul / Küçükçekmece / İnönü Mah.","https://www.hepsiemlak.com/emlak-ofisi/aktepe-gayrimenkul-165367/emrah-aktepe-4613928","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","[object Object]","Hepsiemlak’ta Yeni Üye","Aktepe Gayrimenkul"
"https://www.hepsiemlak.com/istanbul-kadikoy-caferaga-kiralik/daire/2908-9424","29","75.000","05-03-2026","Kiralık Daire","2 +
                          1","90 m²","45
                        Yaşında","En Üst Kat","Kadıköy Moda'da İçi Yenilenmiş Asansörlü Otoparklı Kiralık 2+1","İstanbul / Kadıköy / Caferağa Mah.","https://www.hepsiemlak.com/emlak-ofisi/ece-emlak-2908","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","","","Ece Emlak"
"https://www.hepsiemlak.com/istanbul-sisli-tesvikiye-kiralik/daire/1358-4101","10","75.000","07-02-2026","Kiralık Daire","1 +
                          1","70 m²","31
                        Yaşında","1. Kat","Nişantaşı Atiye'de Eşyalı 1+1 | Metroya Yakın | Fully Furnished","İstanbul / Şişli / Teşvikiye Mah.","https://www.hepsiemlak.com/emlak-ofisi/1-e-1-emlak-1358/bedri-balasoglu-2083928","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","","","1-e-1 Emlak"
"https://www.hepsiemlak.com/istanbul-besiktas-mecidiye-kiralik/daire/31303-140875","31","82.000","27-02-2026","Kiralık Daire","3 +
                          1","162 m²","30
                        Yaşında","3. Kat","Mete'den Ortaköy Sahile Adım Mesafede 3+1 Kiralık Arakat","İstanbul / Beşiktaş / Mecidiye Mah.","https://www.hepsiemlak.com/emlak-ofisi/mete-gayrimenkul-danismanlik-31303/sabri-mete-31303","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","","","Mete Gayrimenkul & Danışmanlık"
"https://www.hepsiemlak.com/istanbul-buyukcekmece-fatih-kiralik/daire/0-46077865","17","45.000","01-03-2026","Kiralık Daire","2 +
                          1","120 m²","25
                        Yaşında","Bahçe Katı","Büyükçekmece Eşyalı Kiralik Kısa Ve Uzun Donem","İstanbul / Büyükçekmece / Fatih Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-bahcelievler-kocasinan-merkez-kiralik/daire/159017-70","24","260.000","04-02-2026","Kiralık Daire","2 +
                          0","1.100 m²","20
                        Yaşında","1. Kat","Tiyap'tan Bağcılar Yavuzselim Mah. 1000 M2 Kiralık İmalathane (depo)","İstanbul / Bahçelievler / Kocasinan Merkez Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","[object Object]","Hepsiemlak’ta Yeni Üye",""
"https://www.hepsiemlak.com/istanbul-fatih-aksemsettin-kiralik/daire/145859-284","17","28.000","04-03-2026","Kiralık Daire","2 +
                          1","90 m²","40
                        Yaşında","En Üst Kat","Fatih Fevzi Paşa Caddesi Yanı Kiralık Daire","İstanbul / Fatih / Akşemsettin Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-sancaktepe-merve-kiralik/daire/165497-10","20","27.000","06-02-2026","Kiralık Daire","3 +
                          1","140 m²","16
                        Yaşında","2. Kat","Sancaktepe Yenidoğan Merve Mah 3+1 Geniş 140 Metrekare","İstanbul / Sancaktepe / Merve Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","[object Object]","Hepsiemlak’ta Yeni Üye",""
"https://www.hepsiemlak.com/istanbul-tuzla-cami-kiralik/daire/159891-173","32","55.000","06-03-2026","Kiralık Daire","3 +
                          1","115 m²","Sıfır Bina","2. Kat","Cami Mahallesinde Güney Cephe Sıfır 3+1 Kiralık Daire","İstanbul / Tuzla / Cami Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","[object Object]","Hepsiemlak’ta Yeni Üye",""
"https://www.hepsiemlak.com/istanbul-kucukcekmece-tevfik-bey-kiralik/daire/132012-290","20","35.000","02-02-2026","Kiralık Daire","3 +
                          1","135 m²","28
                        Yaşında","3. Kat","Küçükcekmece Sefaköy Teyfik Bey Mah Armonipark A Yürüme Mesafesinde Olup Hertarafa Yürüme Mesafesind","İstanbul / Küçükçekmece / Tevfik Bey Mah.","https://www.hepsiemlak.com/emlak-ofisi/yunus-gayrimenkul-132012","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","","","Yunus Gayrimenkul"
"https://www.hepsiemlak.com/istanbul-beyoglu-kaptanpasa-kiralik/daire/142535-37","23","22.000","27-12-2025","Kiralık Daire","2 +
                          1","90 m²","21
                        Yaşında","Giriş Katı","Piyalepaşa Beyoğlu Dörtyolda Kiralık 2+1 Giriş Kat Daire","İstanbul / Beyoğlu / Kaptanpaşa Mah.","","","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-arnavutkoy-hadimkoy-kiralik/daire/144771-101","53","35.000","27-12-2025","Kiralık Daire","3 +
                          1","165 m²","6
                        Yaşında","1. Kat","Taştan Grup'tan Hadımköy Merkez'de 3+1 165 M2 Kiralık Daire","İstanbul / Arnavutköy / Hadımköy Mah.","","","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-fatih-yavuz-sultan-selim-kiralik/daire/0-45819649","40","40.000","11-02-2026","Kiralık Daire","2 +
                          1","65 m²","55
                        Yaşında","Yüksek Giriş","Eşyalı Sahibinden Kiralık Merkezi Konumda Güney Cepheli 2+1 Daire – Fatih / Küçükmus.Paşa/yavuz Sel.","İstanbul / Fatih / Yavuz Sultan Selim Mah.","","","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-beyoglu-kamer-hatun-kiralik/daire/0-45808617","25","55.000","03-01-2026","Kiralık Daire","3 +
                          1","100 m²","35
                        Yaşında","1. Kat","Taksim Beyoğlu Şehit Muhtar’da Full Eşyalı 3+1 Kiralık Daire","İstanbul / Beyoğlu / Kamer Hatun Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-arnavutkoy-tasoluk-kiralik/daire/158311-129","32","25.000","28-02-2026","Kiralık Daire","2 +
                          1","100 m²","Sıfır Bina","1. Kat","Arnavutköy Taşoluk Mah Metroya Yakın 2+1 100 M2 Arakat Daireler","İstanbul / Arnavutköy / Taşoluk Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","[object Object]","Hepsiemlak’ta Yeni Üye",""
"https://www.hepsiemlak.com/istanbul-sancaktepe-inonu-kiralik/daire/160380-31","32","40.000","18-02-2026","Kiralık Daire","4 +
                          1","180 m²","6
                        Yaşında","Çatı Katı","Mekan Emlak'dan Sarıgazi Merkezde 4+1 Üst Dublex","İstanbul / Sancaktepe / İnönü Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","[object Object]","Hepsiemlak’ta Yeni Üye",""
"https://www.hepsiemlak.com/istanbul-uskudar-zeynep-kamil-kiralik/daire/0-45795810","26","39.000","21-02-2026","Kiralık Daire","2 +
                          1","95 m²","45
                        Yaşında","1. Kat","Dolmabahçe Sarayını Ve Beşiktaş Stadyumunu Gören Boğaz Manzaralı Daire Kiralık","İstanbul / Üsküdar / Zeynep Kamil Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-eyupsultan-islambey-kiralik/daire/131855-171","33","20.000","19-12-2025","Kiralık Daire","1 +
                          1","75 m²","35
                        Yaşında","2. Kat","Eyüpsultan İslambeyde 1+1 70 M2 Kiralık Daire 20.000 Tl.","İstanbul / Eyüpsultan / İslambey Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-cekmekoy-aydinlar-kiralik/daire/0-45777245","21","45.000","18-12-2025","Kiralık Daire","2 +
                          1","90 m²","5
                        Yaşında","2. Kat","Full Eşyalı Kiralık Daire","İstanbul / Çekmeköy / Aydınlar Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-kucukcekmece-cennet-kiralik/daire/134276-337","22","51.000","17-01-2026","Kiralık Daire","2 +
                          2","180 m²","6
                        Yaşında","5. Kat","Kahveci Emlak'tan Cennet Mahallesinde 2+2 Kiralık Daire","İstanbul / Küçükçekmece / Cennet Mah.","https://www.hepsiemlak.com/emlak-ofisi/kahveci-gayrimenkul-134276","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","","","Kahveci Gayrimenkul"
"https://www.hepsiemlak.com/istanbul-umraniye-mehmet-akif-kiralik/daire/0-45726580","18","25.000","15-12-2025","Kiralık Daire","2 +
                          1","95 m²","35
                        Yaşında","Ara Kat","Kiralık 2+1 Daire 5412667680","İstanbul / Ümraniye / Mehmet Akif Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-tuzla-istasyon-kiralik/daire/0-45698000","18","32.000","01-01-2026","Kiralık Daire","3 +
                          1","125 m²","25
                        Yaşında","3. Kat","Hayat Elit Sitesi 3+1 – Sahibinden | Eşyalı Veya Eşyasız Kiralık Daire","İstanbul / Tuzla / İstasyon Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-kagithane-celiktepe-kiralik/daire/0-45587611","16","23.000","10-01-2026","Kiralık Daire","1 +
                          1","70 m²","18
                        Yaşında","1. Kat","🔥🔥🔥son 2 Gün Haftasonu Emlakçıya Verilecek 🔥🔥🔥1+1 Metroya Otobüs Duraklarına Merkezi Konumda","İstanbul / Kağıthane / Çeliktepe Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-gaziosmanpasa-mevlana-kiralik/daire/0-45559676","23","30.000","15-01-2026","Kiralık Daire","2 +
                          1","95 m²","13
                        Yaşında","1. Kat","Site İçinde Aktif İlan   Balkonlu  Güncelll!!!","İstanbul / Gaziosmanpaşa / Mevlana Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-kagithane-hamidiye-kiralik/daire/0-45283626","15","25.000","04-03-2026","Kiralık Daire","2 +
                          1","100 m²","25
                        Yaşında","Çatı Katı","Kağıthane Hamidiye Mahallesi 2. Kat (çatı Kat),2+1 Sahibinden Arka Daire","İstanbul / Kağıthane / Hamidiye Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-besiktas-muradiye-kiralik/daire/0-45241708","19","40.000","05-02-2026","Kiralık Daire","2 +
                          1","109 m²","32
                        Yaşında","4. Kat","Beşiktaş Evlendirme Dairesi Yanında 2+1 Bakımlı Daire","İstanbul / Beşiktaş / Muradiye Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-fatih-ayvansaray-kiralik/mustakil-ev/0-45139573","15","45.000","28-01-2026","Kiralık Müstakil Ev","3 +
                          0","155 m²","50
                        Yaşında","","Eşyalı Kiralık Müstakil Ve Bahçeli Ev","İstanbul / Fatih / Ayvansaray Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-esenyurt-talatpasa-kiralik/daire/0-45085749","17","13.000","26-01-2026","Kiralık Daire","2 +
                          1","90 m²","22
                        Yaşında","Bahçe Katı","2+1 Kiralık Daire Sahıbınden '' Bahçe Katı ''","İstanbul / Esenyurt / Talatpaşa Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-uskudar-ferah-kiralik/daire/15407-882","20","27.500","11-02-2026","Kiralık Daire","2 +
                          1","75 m²","30
                        Yaşında","Bahçe Katı","Çamlıca  İlke -2 Sitesinde Temiz İçi Yapılı Bahçe Katı Düz Giriş 2+1 Daire","İstanbul / Üsküdar / Ferah Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-fatih-molla-gurani-kiralik/daire/0-44884891","43","45.000","18-12-2025","Kiralık Daire","3 +
                          1","120 m²","50
                        Yaşında","2. Kat","Tabeladeğeri Yüksek İşyerine Uygun","İstanbul / Fatih / Molla Gürani Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-bakirkoy-yesilkoy-kiralik/daire/0-44882380","21","35.000","04-02-2026","Kiralık Daire","Stüdyo","47 m²","3
                        Yaşında","Ara Kat","Sahibinden! Marmaray Da Kiralık Daire( Aidat Ve Faturalar Dahil)","İstanbul / Bakırköy / Yeşilköy Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-beykoz-kavacik-kiralik/daire/0-44850539","17","18.000","03-02-2026","Kiralık Daire","2 +
                          1","100 m²","15
                        Yaşında","En Üst Kat","Kavacık Plazalarda Erkek Öğrenciye Son Oda","İstanbul / Beykoz / Kavacık Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-buyukcekmece-ekinoba-kiralik/villa/0-44642725","24","68.000","16-01-2026","Kiralık Villa","5 +
                          2","500 m²","16
                        Yaşında","","450 M2 Triplex Villa Deniz Manzarali Havuzlu Güvenlikli Sitede Villa","İstanbul / Büyükçekmece / Ekinoba Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-adalar-maden-kiralik/yazlik/0-44394598","16","37.900","18-02-2026","Kiralık Yazlık","2 +
                          1","120 m²","110
                        Yaşında","Bahçe Katı","Büyükada'da Merkezi Şirin Bahçe Katı Daire","İstanbul / Adalar / Maden Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-arnavutkoy-bogazkoy-istiklal-kiralik/daire/0-46137291","1","15.000","15-02-2026","Kiralık Daire","2 +
                          1","90 m²","10
                        Yaşında","Yüksek Giriş","Kiralık Daire","İstanbul / Arnavutköy / Boğazköy İstiklal Mah.","","","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-fatih-hirka-i-serif-kiralik/daire/0-46119152","1","12.500","12-02-2026","Kiralık Daire","2 +
                          1","85 m²","Sıfır Bina","En Üst Kat","Fatih Hırka-İ Şerif’teki Evime Ev Arkadaşı","İstanbul / Fatih / Hırka-i Şerif Mah.","","","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-bagcilar-100-yil-kiralik/daire/154681-291","10","19.000","02-03-2026","Kiralık Daire","2 +
                          1","110 m²","21
                        Yaşında","Giriş Katı","Ergenler Emlak'dan 100.Yıl'da 110m2 Kombili Giriş Kat","İstanbul / Bağcılar / 100. Yıl Mah.","https://www.hepsiemlak.com/emlak-ofisi/ergenler-emlak-154681","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/8/6/4/5/1/f3bd866c-931e-4d2d-94b9-45530276ab56.jpg","","Whatsapp","[object Object]","Hepsiemlak’ta Yeni Üye","Ergenler Emlak"
"https://www.hepsiemlak.com/istanbul-umraniye-esenevler-kiralik/daire/3351-1986","15","30.000","21-02-2026","Kiralık Daire","2 +
                          1","105 m²","21
                        Yaşında","4. Kat","Anka'dan Ümraniye Esenevler İçi Yenilenmiş Geniş 2+1 Daire","İstanbul / Ümraniye / Esenevler Mah.","https://www.hepsiemlak.com/emlak-ofisi/anka-birlesik-emlakcilar-3351","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","","","Anka Birleşik Emlakçılar"
"https://www.hepsiemlak.com/istanbul-sisli-19-mayis-kiralik/daire/25426-1732","7","35.000","07-02-2026","Kiralık Daire","1 +
                          1","50 m²","Sıfır Bina","Kot 1","Yeni Binada Sıfır 1+1 Kiralık Daire","İstanbul / Şişli / 19 Mayıs Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-umraniye-yukari-dudullu-kiralik/daire/166713-10","30","35.000","25-02-2026","Kiralık Daire","1 +
                          1","50 m²","5
                        Yaşında","8. Kat","Metroya 3 Dk Butik Site İçi Eşyalı 1+1 Kaçmaz","İstanbul / Ümraniye / Yukarı Dudullu Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","[object Object]","Hepsiemlak’ta Yeni Üye",""
